Company Name,Financial stability,Claims processing time,Customer service reputation,Premium cost,Deductibles,Network of providers
State Farm,A,7,Good,124,717,Nationwide
Allstate,E,11,Excellent,147,465,Nationwide
Progressive,A,9,Good,103,298,Regional
State Farm,B,8,Excellent,57,234,Selected states
State Farm,A,14,Good,93,360,Regional
Allstate,E,9,Excellent,129,585,Nationwide
State Farm,E,9,Good,111,382,Nationwide
Progressive,E,8,Average,118,658,Regional
Allstate,E,6,Good,56,388,Regional
Allstate,E,7,Good,95,332,Regional
USAA,B,8,Excellent,115,419,Selected states
Progressive,E,12,Average,122,497,Nationwide
Progressive,E,11,Poor,65,267,Regional
State Farm,A,11,Good,142,720,Regional
State Farm,B,14,Excellent,76,575,Regional
Geico,A,5,Average,134,585,Regional
Progressive,E,8,Excellent,120,225,Nationwide
Progressive,B,9,Average,125,419,Regional
State Farm,E,15,Average,63,523,Nationwide
Allstate,E,6,Excellent,137,211,Selected states
USAA,A,6,Poor,65,478,Nationwide
State Farm,B,12,Excellent,113,489,Nationwide
State Farm,D,14,Excellent,85,463,Selected states
USAA,E,12,Good,103,353,Nationwide
USAA,E,8,Good,140,596,Nationwide
USAA,D,14,Good,128,539,Regional
Geico,A,6,Good,138,546,Nationwide
Progressive,D,5,Excellent,101,589,Nationwide
USAA,C,13,Poor,116,596,Nationwide
State Farm,A,11,Excellent,103,673,Nationwide
Allstate,D,6,Poor,98,521,Selected states
State Farm,A,5,Average,87,567,Regional
State Farm,A,15,Poor,148,747,Regional
State Farm,C,11,Good,62,705,Selected states
Geico,A,15,Poor,71,373,Nationwide
Geico,E,15,Good,99,329,Selected states
Progressive,B,7,Excellent,143,672,Selected states
USAA,E,9,Excellent,127,292,Selected states
Progressive,D,10,Excellent,119,385,Selected states
USAA,D,15,Excellent,129,319,Selected states
Progressive,D,8,Poor,65,533,Nationwide
Progressive,B,14,Excellent,85,279,Nationwide
USAA,E,5,Poor,92,662,Selected states
USAA,E,13,Excellent,96,450,Nationwide
Allstate,D,14,Poor,116,600,Selected states
Geico,C,6,Excellent,122,586,Nationwide
Progressive,E,8,Excellent,141,375,Selected states
State Farm,E,9,Poor,86,443,Nationwide
Geico,E,8,Average,61,777,Selected states
Geico,B,8,Average,145,650,Nationwide
Allstate,D,5,Average,124,383,Regional
State Farm,D,11,Poor,113,328,Regional
Allstate,B,5,Excellent,80,651,Regional
Progressive,A,14,Good,114,410,Nationwide
Allstate,A,12,Poor,123,622,Nationwide
Allstate,A,7,Poor,117,453,Nationwide
Progressive,D,12,Poor,116,664,Regional
USAA,B,8,Good,129,747,Regional
Allstate,D,8,Good,124,442,Regional
Allstate,D,8,Average,70,589,Selected states
USAA,A,10,Poor,92,555,Nationwide
Geico,B,14,Good,86,369,Regional
State Farm,E,5,Average,123,409,Selected states
Geico,E,9,Excellent,130,442,Selected states
USAA,E,13,Excellent,144,753,Selected states
Geico,C,8,Average,63,263,Regional
Geico,B,14,Average,114,264,Nationwide
Geico,C,15,Good,71,765,Regional
Allstate,E,7,Good,59,424,Regional
Geico,E,7,Poor,77,636,Nationwide
Geico,B,15,Good,116,702,Selected states
Progressive,A,5,Poor,115,664,Nationwide
State Farm,A,12,Excellent,121,681,Regional
USAA,D,6,Excellent,140,671,Selected states
USAA,D,14,Good,50,497,Selected states
Progressive,E,5,Excellent,135,279,Nationwide
State Farm,D,12,Poor,123,278,Nationwide
Progressive,B,14,Excellent,135,588,Selected states
Progressive,D,12,Good,108,550,Nationwide
USAA,A,13,Good,120,700,Selected states
Progressive,E,12,Good,99,627,Selected states
Allstate,E,6,Poor,138,333,Regional
State Farm,B,7,Poor,138,411,Regional
State Farm,A,15,Average,105,453,Regional
Progressive,E,13,Poor,145,761,Regional
State Farm,C,15,Average,57,748,Nationwide
Progressive,B,12,Excellent,108,342,Selected states
Geico,A,13,Poor,83,672,Regional
State Farm,D,14,Excellent,74,399,Regional
Allstate,E,7,Good,57,641,Regional
State Farm,D,8,Excellent,114,508,Regional
Allstate,B,8,Excellent,131,753,Selected states
USAA,B,5,Poor,105,711,Regional
Allstate,A,9,Good,52,522,Regional
Progressive,E,15,Poor,65,312,Nationwide
Geico,A,10,Poor,51,517,Regional
Geico,E,6,Excellent,82,741,Nationwide
Progressive,C,7,Poor,95,228,Nationwide
Geico,A,15,Average,100,407,Regional
USAA,C,10,Good,142,733,Selected states
Progressive,D,15,Excellent,58,203,Nationwide
State Farm,B,6,Poor,72,391,Selected states
Allstate,B,5,Good,60,538,Regional
USAA,A,10,Good,85,790,Nationwide
Allstate,B,14,Excellent,141,688,Selected states
Progressive,D,7,Average,112,749,Regional
Allstate,D,15,Good,80,799,Regional
State Farm,B,7,Excellent,104,485,Nationwide
Geico,E,6,Excellent,56,717,Regional
Progressive,C,13,Good,78,456,Regional
Allstate,A,6,Excellent,59,325,Regional
USAA,E,6,Average,132,599,Regional
Allstate,A,5,Excellent,79,610,Nationwide
USAA,E,7,Poor,70,449,Nationwide
Geico,E,8,Average,132,725,Nationwide
Allstate,C,13,Excellent,149,352,Regional
State Farm,D,13,Average,150,371,Regional
Progressive,B,14,Excellent,110,503,Nationwide
Allstate,E,12,Average,140,229,Nationwide
USAA,D,6,Good,121,764,Regional
State Farm,E,14,Poor,98,389,Regional
Progressive,D,14,Average,81,797,Nationwide
Geico,A,11,Good,72,498,Regional
Allstate,B,11,Poor,93,258,Selected states
State Farm,E,9,Good,91,590,Selected states
Progressive,B,13,Excellent,100,480,Regional
USAA,B,15,Poor,76,290,Regional
USAA,E,10,Poor,129,554,Selected states
USAA,C,12,Excellent,107,456,Nationwide
Allstate,C,6,Poor,122,655,Nationwide
State Farm,C,9,Excellent,110,564,Regional
Progressive,E,7,Good,86,472,Selected states
State Farm,E,5,Good,123,259,Nationwide
USAA,C,14,Excellent,68,302,Nationwide
Geico,D,10,Good,70,743,Regional
Progressive,D,12,Average,81,515,Selected states
Progressive,B,13,Poor,123,379,Nationwide
USAA,A,6,Excellent,125,747,Regional
State Farm,A,7,Excellent,119,305,Nationwide
Progressive,D,9,Average,57,506,Nationwide
Geico,B,14,Average,107,776,Regional
Geico,E,11,Average,130,635,Selected states
Allstate,D,13,Good,133,601,Regional
Geico,B,11,Good,135,306,Regional
Progressive,A,8,Poor,134,759,Selected states
Allstate,B,11,Average,96,506,Selected states
State Farm,A,13,Good,67,605,Selected states
USAA,C,11,Excellent,99,437,Regional
USAA,B,11,Good,96,511,Regional
State Farm,D,15,Average,138,580,Nationwide
Geico,C,8,Excellent,137,646,Regional
State Farm,D,13,Good,131,613,Nationwide
Geico,B,9,Average,87,383,Nationwide
State Farm,E,10,Excellent,141,283,Nationwide
Progressive,D,15,Good,92,643,Nationwide
Allstate,A,10,Average,138,209,Regional
Allstate,C,6,Poor,106,272,Regional
Progressive,B,11,Good,85,370,Nationwide
Progressive,C,14,Good,96,471,Selected states
Progressive,C,10,Good,140,266,Regional
Allstate,B,8,Excellent,61,235,Regional
State Farm,E,8,Good,56,570,Selected states
Progressive,C,9,Poor,87,332,Nationwide
Geico,A,7,Poor,50,510,Regional
Progressive,B,9,Good,56,349,Regional
USAA,B,7,Good,97,255,Nationwide
Progressive,D,6,Poor,70,243,Regional
Progressive,A,15,Poor,61,675,Regional
Progressive,A,15,Average,108,275,Nationwide
Progressive,A,14,Poor,147,421,Nationwide
USAA,D,11,Excellent,135,327,Regional
Geico,E,7,Poor,99,244,Regional
Geico,E,15,Average,85,540,Regional
Allstate,C,8,Poor,80,623,Nationwide
Progressive,E,6,Poor,54,762,Nationwide
Progressive,B,14,Excellent,109,226,Selected states
Progressive,B,12,Excellent,81,305,Selected states
Progressive,C,10,Excellent,80,338,Regional
Progressive,A,15,Poor,137,510,Selected states
Allstate,E,12,Good,68,365,Nationwide
Allstate,A,5,Good,111,601,Regional
Progressive,B,8,Excellent,61,586,Selected states
Allstate,A,10,Good,79,219,Regional
Geico,E,5,Good,128,490,Regional
State Farm,C,8,Good,54,200,Nationwide
State Farm,A,15,Good,70,270,Selected states
Progressive,A,7,Good,82,757,Selected states
USAA,D,11,Good,51,413,Selected states
Geico,B,8,Excellent,80,772,Selected states
State Farm,D,7,Poor,129,354,Regional
USAA,D,13,Good,125,471,Regional
Allstate,E,10,Good,56,742,Regional
State Farm,A,10,Good,102,337,Selected states
State Farm,D,10,Poor,101,619,Nationwide
Allstate,B,7,Poor,121,263,Nationwide
USAA,A,11,Poor,115,439,Regional
USAA,A,12,Excellent,125,789,Nationwide
Allstate,B,5,Poor,142,435,Nationwide
State Farm,A,7,Excellent,110,510,Selected states
USAA,C,14,Excellent,132,388,Nationwide
State Farm,E,15,Poor,102,607,Regional
Geico,B,9,Poor,127,332,Nationwide
USAA,E,15,Good,136,514,Regional
State Farm,E,7,Good,65,644,Regional
Progressive,E,15,Poor,92,465,Selected states
USAA,B,9,Poor,78,398,Regional
USAA,D,9,Excellent,86,276,Selected states
State Farm,C,6,Good,66,456,Regional
Allstate,A,7,Good,126,372,Nationwide
Progressive,B,10,Good,144,600,Regional
Progressive,E,7,Excellent,146,538,Regional
Progressive,A,13,Excellent,77,567,Nationwide
USAA,B,13,Good,121,798,Nationwide
USAA,E,14,Good,83,739,Selected states
State Farm,A,13,Excellent,66,524,Selected states
Allstate,D,5,Excellent,56,491,Regional
Progressive,D,11,Good,86,202,Selected states
Progressive,E,12,Average,149,464,Regional
Progressive,C,12,Excellent,74,430,Selected states
Allstate,A,12,Good,76,628,Selected states
Progressive,D,14,Excellent,61,563,Regional
State Farm,C,13,Average,141,350,Selected states
Progressive,D,6,Good,108,451,Nationwide
Progressive,B,7,Good,111,762,Regional
Allstate,B,8,Excellent,63,366,Nationwide
Progressive,D,5,Excellent,141,649,Regional
Allstate,D,10,Good,122,735,Regional
USAA,A,5,Good,115,505,Nationwide
Allstate,C,10,Average,142,280,Selected states
USAA,C,9,Poor,134,238,Selected states
USAA,D,10,Average,106,787,Regional
USAA,D,7,Excellent,140,532,Regional
Progressive,A,15,Excellent,87,223,Regional
Progressive,D,15,Excellent,91,365,Regional
Allstate,C,12,Good,75,332,Nationwide
Progressive,A,9,Poor,99,592,Regional
Progressive,A,7,Good,117,425,Nationwide
Progressive,A,11,Average,143,396,Nationwide
Allstate,C,13,Excellent,61,284,Selected states
Allstate,C,13,Good,146,714,Regional
State Farm,B,14,Good,122,456,Nationwide
Progressive,E,15,Average,94,572,Regional
State Farm,C,12,Excellent,106,623,Nationwide
Progressive,C,6,Average,127,629,Nationwide
Allstate,E,10,Poor,143,283,Selected states
USAA,A,13,Average,91,201,Regional
Progressive,C,15,Poor,128,748,Nationwide
Geico,C,14,Poor,82,727,Regional
Geico,D,14,Poor,109,245,Selected states
Allstate,D,9,Average,108,756,Nationwide
Allstate,A,13,Good,78,692,Nationwide
USAA,B,9,Average,114,715,Nationwide
State Farm,C,6,Excellent,100,421,Nationwide
Progressive,B,15,Poor,84,266,Selected states
Geico,C,14,Average,93,218,Regional
USAA,E,7,Good,106,566,Selected states
USAA,A,5,Average,56,777,Nationwide
Progressive,D,15,Good,92,451,Selected states
Allstate,D,6,Average,91,382,Selected states
Allstate,E,6,Poor,95,411,Regional
State Farm,C,14,Poor,114,243,Nationwide
Allstate,A,11,Average,56,724,Nationwide
Geico,E,5,Average,77,779,Nationwide
Geico,C,13,Poor,112,450,Selected states
Allstate,E,13,Poor,147,778,Nationwide
Geico,E,12,Average,52,666,Regional
Geico,B,10,Average,139,289,Nationwide
Progressive,D,5,Poor,111,800,Selected states
USAA,D,9,Good,99,326,Regional
Geico,D,5,Excellent,60,339,Selected states
Allstate,C,13,Average,124,673,Nationwide
USAA,B,15,Good,113,552,Selected states
State Farm,A,6,Average,150,287,Nationwide
Progressive,A,10,Average,149,321,Regional
USAA,A,5,Average,93,626,Regional
State Farm,A,12,Good,79,514,Selected states
State Farm,B,8,Good,94,450,Selected states
State Farm,C,6,Good,108,376,Selected states
Progressive,C,7,Excellent,105,325,Regional
Progressive,D,13,Average,55,651,Regional
State Farm,D,11,Good,97,724,Nationwide
USAA,E,5,Average,150,423,Regional
Geico,E,10,Average,147,427,Nationwide
USAA,B,9,Good,119,347,Regional
Geico,D,14,Average,81,300,Selected states
Geico,B,13,Excellent,95,391,Regional
Allstate,B,12,Average,75,454,Nationwide
Progressive,A,13,Poor,149,592,Nationwide
USAA,B,11,Excellent,139,265,Selected states
Progressive,B,10,Average,60,369,Regional
USAA,A,7,Good,122,750,Nationwide
Progressive,E,7,Poor,100,638,Regional
Geico,D,15,Good,133,524,Regional
Progressive,A,5,Good,101,392,Nationwide
State Farm,D,12,Excellent,91,629,Selected states
Geico,C,13,Poor,51,628,Regional
State Farm,E,6,Poor,72,493,Nationwide
Geico,C,5,Excellent,91,569,Regional
Progressive,B,8,Good,133,765,Regional
Geico,E,8,Average,143,768,Selected states
Progressive,A,12,Poor,69,740,Selected states
State Farm,A,6,Good,121,215,Regional
State Farm,A,11,Good,92,593,Selected states
Geico,B,9,Excellent,89,469,Nationwide
Progressive,D,7,Good,86,460,Nationwide
Geico,B,13,Poor,94,454,Regional
Progressive,A,11,Good,63,329,Regional
Allstate,E,12,Average,131,509,Selected states
Allstate,A,14,Poor,85,667,Regional
Geico,C,7,Average,133,728,Selected states
USAA,C,12,Good,114,634,Regional
Allstate,E,5,Poor,60,398,Nationwide
Geico,A,7,Poor,65,288,Selected states
State Farm,C,15,Poor,98,451,Regional
USAA,E,10,Excellent,67,691,Nationwide
USAA,A,10,Excellent,83,502,Nationwide
Progressive,D,11,Poor,111,474,Selected states
Allstate,C,6,Average,116,498,Regional
Progressive,D,5,Excellent,136,784,Regional
State Farm,C,6,Poor,65,792,Regional
Allstate,D,14,Poor,150,724,Selected states
USAA,B,7,Poor,62,204,Regional
Geico,D,8,Good,139,674,Selected states
Allstate,A,11,Average,121,548,Selected states
USAA,D,12,Good,127,714,Selected states
Geico,A,12,Excellent,86,299,Regional
Geico,C,10,Good,116,594,Nationwide
Geico,C,14,Average,66,231,Regional
State Farm,C,11,Excellent,114,541,Nationwide
Allstate,C,7,Good,111,353,Nationwide
Geico,D,10,Excellent,147,490,Selected states
Allstate,E,10,Average,130,781,Selected states
USAA,C,8,Average,134,765,Selected states
State Farm,C,8,Good,129,376,Selected states
Geico,D,5,Good,123,376,Selected states
USAA,B,15,Average,95,525,Selected states
Geico,B,8,Good,92,540,Regional
USAA,B,11,Excellent,85,484,Regional
Progressive,B,9,Good,138,426,Regional
State Farm,E,14,Good,107,737,Regional
Geico,E,10,Good,76,595,Selected states
Progressive,B,9,Excellent,149,621,Selected states
Progressive,A,6,Good,73,660,Regional
USAA,E,13,Average,63,470,Nationwide
Geico,C,13,Excellent,72,742,Regional
Allstate,A,13,Excellent,97,515,Selected states
USAA,A,12,Average,66,415,Selected states
Progressive,E,6,Poor,117,675,Selected states
USAA,D,7,Poor,97,597,Nationwide
Progressive,B,6,Good,114,734,Regional
Progressive,B,12,Average,76,490,Selected states
USAA,C,9,Poor,80,539,Regional
State Farm,E,13,Average,148,543,Selected states
Progressive,A,9,Poor,138,325,Regional
State Farm,E,11,Poor,65,395,Nationwide
Progressive,A,8,Poor,113,239,Regional
USAA,C,5,Excellent,114,256,Selected states
Progressive,A,11,Average,101,495,Nationwide
Allstate,B,9,Average,60,342,Regional
Geico,C,12,Poor,86,204,Nationwide
Geico,B,8,Poor,88,723,Regional
Allstate,A,12,Poor,59,653,Selected states
Progressive,D,9,Good,106,299,Nationwide
State Farm,A,8,Average,84,731,Selected states
Geico,B,7,Average,76,312,Regional
State Farm,A,15,Average,94,311,Regional
Allstate,E,10,Good,128,710,Nationwide
USAA,E,13,Average,88,526,Nationwide
Progressive,D,13,Excellent,135,749,Nationwide
Geico,B,8,Poor,125,405,Regional
Progressive,C,12,Average,72,575,Selected states
Allstate,E,11,Average,74,385,Regional
USAA,A,11,Excellent,75,268,Selected states
Progressive,E,13,Poor,132,696,Nationwide
USAA,C,5,Excellent,93,251,Regional
Geico,A,5,Excellent,147,583,Nationwide
Progressive,D,7,Average,119,218,Selected states
USAA,E,14,Poor,143,373,Selected states
Geico,C,14,Average,108,252,Selected states
State Farm,D,7,Excellent,82,209,Selected states
Allstate,E,12,Excellent,79,566,Nationwide
Progressive,D,12,Excellent,150,707,Selected states
USAA,A,6,Poor,114,464,Selected states
Progressive,B,15,Poor,57,799,Regional
Progressive,A,12,Poor,98,227,Nationwide
USAA,D,12,Good,140,506,Regional
Allstate,C,10,Good,135,348,Regional
USAA,A,7,Average,65,568,Regional
Geico,E,14,Average,132,668,Regional
Geico,B,15,Average,56,236,Regional
Geico,E,7,Poor,147,411,Selected states
State Farm,A,7,Excellent,72,526,Regional
Geico,D,8,Excellent,79,266,Nationwide
Geico,A,10,Excellent,92,461,Nationwide
USAA,D,6,Average,83,624,Nationwide
State Farm,D,13,Excellent,118,435,Selected states
State Farm,A,14,Good,65,576,Nationwide
State Farm,C,6,Good,103,293,Selected states
Progressive,A,9,Poor,136,299,Nationwide
Allstate,E,6,Good,131,369,Regional
Geico,C,7,Poor,103,439,Nationwide
Allstate,E,7,Excellent,51,756,Selected states
USAA,D,7,Average,121,623,Nationwide
Allstate,A,9,Poor,99,345,Selected states
Progressive,D,15,Excellent,100,634,Selected states
Allstate,C,7,Average,77,231,Regional
Progressive,E,14,Poor,125,531,Selected states
USAA,C,13,Average,114,796,Nationwide
USAA,C,15,Average,142,281,Nationwide
Geico,C,12,Excellent,58,512,Regional
Progressive,B,13,Good,51,320,Selected states
Allstate,C,8,Poor,110,318,Selected states
State Farm,D,15,Average,81,292,Selected states
State Farm,E,12,Poor,61,305,Selected states
Geico,A,14,Poor,60,718,Selected states
Geico,C,13,Excellent,147,563,Nationwide
USAA,A,15,Good,59,639,Selected states
Progressive,D,15,Poor,92,349,Selected states
Geico,C,6,Poor,64,435,Nationwide
USAA,D,15,Poor,56,749,Selected states
Progressive,E,8,Excellent,141,251,Selected states
USAA,E,13,Good,91,654,Selected states
Allstate,E,6,Good,130,621,Regional
USAA,C,9,Good,108,535,Selected states
Allstate,A,15,Excellent,125,455,Selected states
Geico,A,6,Excellent,138,343,Selected states
Geico,E,13,Poor,104,482,Selected states
Geico,E,7,Good,133,587,Regional
State Farm,B,8,Good,70,526,Regional
USAA,C,14,Good,62,470,Regional
State Farm,D,7,Excellent,118,679,Selected states
Geico,B,10,Poor,150,529,Nationwide
Progressive,C,5,Poor,76,520,Nationwide
Geico,E,6,Average,116,541,Regional
Progressive,E,6,Poor,137,341,Regional
USAA,E,12,Average,147,678,Selected states
Allstate,E,6,Excellent,131,657,Selected states
Progressive,A,12,Average,148,604,Nationwide
State Farm,D,10,Average,81,707,Nationwide
USAA,D,6,Poor,81,532,Regional
Progressive,A,14,Poor,109,206,Regional
Geico,B,5,Average,97,501,Nationwide
USAA,B,10,Poor,120,720,Selected states
USAA,E,9,Excellent,99,395,Nationwide
Allstate,E,9,Good,119,382,Regional
Progressive,D,8,Average,115,777,Selected states
Geico,D,11,Excellent,112,577,Nationwide
Allstate,D,14,Good,106,399,Nationwide
USAA,E,14,Good,134,288,Selected states
USAA,A,10,Average,63,597,Selected states
Progressive,A,9,Average,57,624,Nationwide
USAA,D,11,Average,122,393,Selected states
Allstate,C,12,Good,72,553,Selected states
Progressive,A,6,Excellent,102,697,Regional
USAA,A,5,Poor,103,377,Regional
Geico,C,10,Excellent,112,455,Nationwide
Geico,B,11,Good,98,400,Selected states
Progressive,D,6,Poor,120,299,Regional
Geico,B,14,Poor,99,506,Regional
State Farm,C,11,Poor,62,797,Regional
